Corp_ID,Corp_Name,Schl_ID,Schl_Name,American_Indian,Asian,Black,Hispanic,Multiracial,Native_Hawaiian_or_Other,White,Free,Paid,Total,Perc,TopHis,FreePaid,TopHisFreePaid
0015,Adams Central Community Schools,0013,Adams Central Middle School,0,3,3,11,8,0,288,81,231,312,0.00,0.84,0.47,0.73
0015,Adams Central Community Schools,0020,Adams Central Elementary School,1,1,1,34,18,0,603,154,507,661,0.03,0.77,0.53,0.27
0015,Adams Central Community Schools,0021,Adams Central High School,1,1,1,13,2,0,351,79,291,370,0.13,0.77,,
0025,North Adams Community Schools,0029,Bellmont Senior High School,1,4,4,76,21,0,537,219,428,647,0.13,0.76,,
0025,North Adams Community Schools,0033,Bellmont Middle School,0,4,4,33,6,2,302,196,160,356,0.05,0.73,,
0025,North Adams Community Schools,0037,Bellmont Elementary,0,5,5,81,27,1,506,375,263,638,0.00,0.72,,
0035,South Adams Schools,0017,South Adams Middle School,0,2,2,38,6,0,212,116,145,261,0.66,0.72,,
0035,South Adams Schools,0023,South Adams High School,0,7,7,34,5,0,300,119,230,349,,0.70,,
0035,South Adams Schools,0025,South Adams Elementary School,0,5,5,68,17,1,537,295,333,628,,0.69,,
0125,MSD Southwest Allen County Schls,0045,Aboite Elementary School,4,20,10,20,24,0,359,81,356,437,,0.67,,
0125,MSD Southwest Allen County Schls,0046,Whispering Meadow Elementary Sch,2,39,77,35,38,0,366,155,402,557,,,,
0125,MSD Southwest Allen County Schls,0047,Homestead Senior High School,9,112,133,180,117,4,1948,386,2117,2503,,,,
0125,MSD Southwest Allen County Schls,0063,Summit Middle School,2,26,31,47,29,0,703,144,694,838,,,,
0125,MSD Southwest Allen County Schls,0064,Lafayette Meadow School,0,11,24,33,28,0,577,113,560,673,,,,
0125,MSD Southwest Allen County Schls,0067,Woodside Middle School,2,64,114,73,54,5,711,214,809,1023,,,,
0125,MSD Southwest Allen County Schls,0068,Haverhill Elementary School,0,15,36,36,24,0,342,101,352,453,,,,
0125,MSD Southwest Allen County Schls,0071,Deer Ridge Elementary,4,30,14,22,21,0,308,30,369,399,,,,
0125,MSD Southwest Allen County Schls,0072,Covington Elementary School,0,35,108,51,55,1,562,185,627,812,,,,
0225,Northwest Allen County Schools,0069,Arcola School,2,0,1,16,13,0,167,66,133,199,,,,
0225,Northwest Allen County Schools,0079,Maple Creek Middle School,0,38,28,40,42,0,769,133,784,917,,,,
0225,Northwest Allen County Schools,0087,Hickory Center Elementary School,4,25,14,15,25,0,289,92,280,372,,,,
0225,Northwest Allen County Schools,0089,Huntertown Elementary School,3,52,12,37,36,2,498,242,398,640,,,,
0225,Northwest Allen County Schools,0090,Carroll Middle School,2,47,29,48,66,0,781,267,706,973,,,,
0225,Northwest Allen County Schools,0091,Carroll High School,3,96,56,119,105,2,2094,447,2028,2475,,,,
0225,Northwest Allen County Schools,0092,Perry Hill Elementary School,1,21,19,30,39,0,501,107,504,611,,,,
0225,Northwest Allen County Schools,0094,Oak View Elementary School,0,31,12,21,23,1,413,45,456,501,,,,
0225,Northwest Allen County Schools,0095,Cedar Canyon Elementary School,1,44,17,27,21,0,507,58,559,617,,,,
0225,Northwest Allen County Schools,0096,Eel River Elementary School,0,31,17,29,44,0,445,119,447,566,,,,
0235,Fort Wayne Community Schools,0100,Allen Co Juvenile Center,0,0,2,2,0,0,2,0,6,6,,,,
0235,Fort Wayne Community Schools,0101,North Side High School,1,97,362,272,180,4,631,1064,483,1547,,,,
0235,Fort Wayne Community Schools,0102,R Nelson Snider High School,6,85,411,258,159,1,910,876,954,1830,,,,
0235,Fort Wayne Community Schools,0105,South Side High School,1,98,424,486,136,2,268,1036,379,1415,,,,
0235,Fort Wayne Community Schools,0107,Blackhawk Middle School,2,47,183,101,71,0,422,415,411,826,,,,
0235,Fort Wayne Community Schools,0118,Jeff H Towles Intermediate School,1,14,145,127,59,1,210,303,254,557,,,,
0235,Fort Wayne Community Schools,0119,Jefferson Middle School,2,21,113,91,68,1,423,373,346,719,,,,
0235,Fort Wayne Community Schools,0121,Kekionga Middle School,1,32,161,158,73,0,148,463,110,573,,,,
0235,Fort Wayne Community Schools,0125,Lakeside Middle School,0,35,134,71,86,1,185,395,117,512,,,,
0235,Fort Wayne Community Schools,0126,Lane Middle School,4,59,240,163,70,2,199,524,213,737,,,,
0235,Fort Wayne Community Schools,0127,Memorial Park Middle School,4,19,192,146,42,0,192,384,211,595,,,,
0235,Fort Wayne Community Schools,0128,Miami Middle School,0,85,208,107,51,0,107,443,115,558,,,,
0235,Fort Wayne Community Schools,0129,Northwood Middle School,0,28,108,137,59,1,252,404,181,585,,,,
0235,Fort Wayne Community Schools,0133,Portage Middle School,0,6,138,116,59,1,142,360,102,462,,,,
0235,Fort Wayne Community Schools,0134,Weisser Park Elementary School,3,10,184,110,46,0,230,331,252,583,,,,
0235,Fort Wayne Community Schools,0136,Fairfield Elementary School,0,29,196,167,64,0,77,475,58,533,,,,
0235,Fort Wayne Community Schools,0137,Merle J Abbett Elementary School,0,15,241,203,36,1,28,449,75,524,,,,
0235,Fort Wayne Community Schools,0141,Adams Elementary School,0,13,80,119,30,0,43,245,40,285,,,,
0235,Fort Wayne Community Schools,0149,Bloomingdale Elementary School,0,7,71,85,45,0,123,292,39,331,,,,
0235,Fort Wayne Community Schools,0151,Bunche Elementary School,0,3,53,30,15,0,85,98,88,186,,,,
0235,Fort Wayne Community Schools,0153,Brentwood Elementary School,1,64,138,47,49,0,126,324,101,425,,,,
0235,Fort Wayne Community Schools,0154,Fred H Croninger Elementary School,2,23,90,33,55,1,432,186,450,636,,,,
0235,Fort Wayne Community Schools,0157,Forest Park Elementary School,3,65,148,77,70,4,218,436,149,585,,,,
0235,Fort Wayne Community Schools,0161,Franke Park Elementary School,1,15,32,75,45,0,219,295,92,387,,,,
0235,Fort Wayne Community Schools,0162,Glenwood Park Elementary School,0,86,94,55,60,0,259,351,203,554,,,,
0235,Fort Wayne Community Schools,0164,J Wilbur Haley Elementary School,0,32,163,83,88,0,238,382,222,604,,,,
0235,Fort Wayne Community Schools,0177,Wayne High School,3,159,435,229,109,1,459,935,460,1395,,,,
0235,Fort Wayne Community Schools,0178,Harrison Hill Elementary School,0,97,159,186,48,1,96,471,116,587,,,,
0235,Fort Wayne Community Schools,0186,Mabel K Holland Elementary School,0,25,44,65,63,0,223,271,149,420,,,,
0235,Fort Wayne Community Schools,0189,Indian Village Elementary School,4,6,100,117,39,0,128,284,110,394,,,,
0235,Fort Wayne Community Schools,0193,John S Irwin Elementary School,0,3,145,36,33,0,70,184,103,287,,,,
0235,Fort Wayne Community Schools,0197,Lindley Elementary School,0,5,56,112,32,2,85,188,104,292,,,,
0235,Fort Wayne Community Schools,0205,Maplewood Elementary School,2,20,142,77,55,0,192,369,119,488,,,,
0235,Fort Wayne Community Schools,0209,Willard Shambaugh Elementary Sch,1,5,26,36,28,1,215,188,124,312,,,,
0235,Fort Wayne Community Schools,0217,Northcrest Elementary School,1,67,134,94,40,0,86,321,101,422,,,,
0235,Fort Wayne Community Schools,0219,Northrop High School,14,118,381,326,165,4,1038,1077,969,2046,,,,
0235,Fort Wayne Community Schools,0221,Francis M Price Elementary School,0,8,34,74,54,0,251,264,157,421,,,,
0235,Fort Wayne Community Schools,0233,Saint Joseph Central School,0,12,59,39,36,0,254,182,218,400,,,,
0235,Fort Wayne Community Schools,0239,Robert C Harris Elementary School,0,27,62,43,31,0,197,196,164,360,,,,
0235,Fort Wayne Community Schools,0240,Shawnee Middle School,3,43,178,146,75,4,241,478,212,690,,,,
0235,Fort Wayne Community Schools,0241,Whitney M Young Early Childhood,0,3,59,37,16,1,82,100,98,198,,,,
0235,Fort Wayne Community Schools,0249,Levan R Scott Academy,0,127,172,98,20,0,23,392,48,440,,,,
0235,Fort Wayne Community Schools,0253,South Wayne Elementary School,0,14,119,118,49,0,73,315,58,373,,,,
0235,Fort Wayne Community Schools,0257,Study Elementary School,1,10,62,89,37,0,75,247,27,274,,,,
0235,Fort Wayne Community Schools,0265,Washington Elementary School,0,1,41,48,19,0,91,163,37,200,,,,
0235,Fort Wayne Community Schools,0269,Washington Center Elementary Sch,0,23,62,55,45,1,308,312,182,494,,,,
0235,Fort Wayne Community Schools,0270,Lincoln Elementary School,3,23,151,150,65,3,237,453,179,632,,,,
0235,Fort Wayne Community Schools,0273,Waynedale Elementary School,0,46,96,50,45,0,171,289,119,408,,,,
0235,Fort Wayne Community Schools,0275,Arlington Elementary School,0,11,83,54,37,0,187,174,198,372,,,,
0255,East Allen County Schools,0043,Prince Chapman Academy,0,385,207,119,38,0,45,672,122,794,,,,
0255,East Allen County Schools,0049,Leo Junior/Senior High School,6,25,29,57,54,1,1227,247,1152,1399,,,,
0255,East Allen County Schools,0053,Leo Elementary School,0,1,15,18,27,0,565,130,496,626,,,,
0255,East Allen County Schools,0081,Heritage Jr/Sr High School,4,158,68,73,35,1,447,414,372,786,,,,
0255,East Allen County Schools,0083,New Haven Primary School,0,4,40,36,36,0,346,267,195,462,,,,
0255,East Allen County Schools,0281,Heritage Elementary School,1,19,57,55,25,0,339,273,223,496,,,,
0255,East Allen County Schools,0285,Woodlan Jr/Sr High School,0,11,16,29,20,1,632,180,529,709,,,,
0255,East Allen County Schools,0291,Cedarville Elementary School,0,7,14,35,56,0,683,169,626,795,,,,
0255,East Allen County Schools,0294,Paul Harding Jr High School,0,203,124,63,21,0,22,360,73,433,,,,
0255,East Allen County Schools,0297,New Haven Jr/Sr High School,2,123,278,117,88,2,696,766,540,1306,,,,
0255,East Allen County Schools,0305,New Haven Intermediate School,0,8,70,41,47,1,400,343,224,567,,,,
0255,East Allen County Schools,0310,Southwick Elementary School,0,274,167,79,20,0,57,503,94,597,,,,
0255,East Allen County Schools,0318,EACS Early Childhood Preschool,0,4,8,4,4,0,28,24,24,48,,,,
0255,East Allen County Schools,0323,Woodlan Elementary School,0,3,6,22,18,0,493,200,342,542,,,,
0255,East Allen County Schools,0394,East Allen University,0,118,29,47,18,0,124,194,142,336,,,,
0365,Bartholomew Con School Corp,0328,Clifty Creek Elementary School,2,30,16,184,20,0,316,377,191,568,,,,
0365,Bartholomew Con School Corp,0346,CSA Lincoln Campus,0,21,7,38,13,0,286,97,268,365,,,,
0365,Bartholomew Con School Corp,0353,Mount Healthy Elementary School,2,5,5,35,11,0,381,174,265,439,,,,
0365,Bartholomew Con School Corp,0354,Richard L Johnson Early Educ Cntr,1,3,7,13,1,0,52,33,44,77,,,,
0365,Bartholomew Con School Corp,0357,Parkside Elementary School,2,111,13,152,29,0,451,304,454,758,,,,
0365,Bartholomew Con School Corp,0363,W D Richards Elementary School,0,32,11,119,28,0,364,222,332,554,,,,
0365,Bartholomew Con School Corp,0366,Rockcreek Elementary School,0,1,2,17,6,0,315,126,215,341,,,,
0365,Bartholomew Con School Corp,0369,Lillian Schmitt Elementary School,2,10,34,113,63,1,477,489,211,700,,,,
0365,Bartholomew Con School Corp,0371,L F Smith Elementary,1,21,18,60,31,0,334,243,222,465,,,,
0365,Bartholomew Con School Corp,0375,CSA Fodrea Campus,2,92,9,41,14,0,201,129,230,359,,,,
0365,Bartholomew Con School Corp,0377,Taylorsville Elementary School,0,2,11,218,23,0,346,427,173,600,,,,
0365,Bartholomew Con School Corp,0390,Central Middle School,6,53,21,111,36,1,617,380,465,845,,,,
0365,Bartholomew Con School Corp,0392,Southside Elementary School,3,277,18,110,25,1,471,172,733,905,,,,
0365,Bartholomew Con School Corp,0395,Northside Middle School,3,46,12,176,37,2,568,373,471,844,,,,
0365,Bartholomew Con School Corp,0397,Columbus North High School,12,132,45,437,69,0,1395,697,1393,2090,,,,
0365,Bartholomew Con School Corp,0399,Columbus East High School,4,24,41,144,67,0,1285,503,1062,1565,,,,
0370,Flat Rock-Hawcreek School Corp,0409,Hope Elementary School,1,3,5,16,19,0,447,235,256,491,,,,
0370,Flat Rock-Hawcreek School Corp,0410,Hauser Jr-Sr High School,0,6,0,11,14,3,456,177,313,490,,,,
0395,Benton Community School Corp,0421,Otterbein Elementary School,0,0,3,16,1,0,251,94,177,271,,,,
0395,Benton Community School Corp,0433,Boswell Elementary School,1,0,1,57,2,0,76,103,34,137,,,,
0395,Benton Community School Corp,0445,Benton Central Jr-Sr High School,2,1,4,75,26,0,709,326,491,817,,,,
0395,Benton Community School Corp,0446,Prairie Crossing Elementary School,0,1,3,25,9,0,378,227,189,416,,,,
0515,Blackford County Schools,0485,Montpelier School,0,0,1,6,4,0,154,95,70,165,,,,
0515,Blackford County Schools,0489,Blackford Jr-Sr High School,0,1,2,26,27,0,665,334,387,721,,,,
0515,Blackford County Schools,0494,Blackford Intermediate School,1,1,2,19,13,0,319,192,163,355,,,,
0515,Blackford County Schools,0501,North Side Elementary School,0,0,2,7,26,1,231,130,137,267,,,,
0615,Western Boone Co Com Sch Dist,0521,Granville Wells Elementary School,0,3,0,12,11,0,379,125,280,405,,,,
0615,Western Boone Co Com Sch Dist,0537,Thorntown Elementary School,0,0,1,15,7,0,429,146,306,452,,,,
0615,Western Boone Co Com Sch Dist,0539,Western Boone Jr-Sr High School,1,1,5,26,12,1,794,275,565,840,,,,
0630,Zionsville Community Schools,0510,Zionsville West Middle School,2,94,37,83,82,0,855,84,1069,1153,,,,
0630,Zionsville Community Schools,0511,Zionsville Middle School,0,38,16,50,47,0,1039,47,1143,1190,,,,
0630,Zionsville Community Schools,0512,Zionsville Community High School,5,118,45,98,106,0,1789,121,2040,2161,,,,
0630,Zionsville Community Schools,0514,Eagle Elementary School,0,26,11,29,25,0,348,38,401,439,,,,
0630,Zionsville Community Schools,0517,Zionsville Pleasant View Elem Sch,1,31,5,32,38,2,709,25,793,818,,,,
0630,Zionsville Community Schools,0541,Union Elementary School,0,36,14,28,35,0,542,14,641,655,,,,
0630,Zionsville Community Schools,0542,Stonegate Elementary,1,25,15,20,35,2,396,45,449,494,,,,
0630,Zionsville Community Schools,0544,Boone Meadow,2,69,20,21,30,1,397,26,514,540,,,,
0665,Lebanon Community School Corp,0534,Perry Worth Elementary School,0,7,25,15,20,0,291,64,294,358,,,,
0665,Lebanon Community School Corp,0553,Lebanon Senior High School,1,15,32,83,38,0,848,342,675,1017,,,,
0665,Lebanon Community School Corp,0557,Lebanon Middle School,0,5,21,67,30,0,666,299,490,789,,,,
0665,Lebanon Community School Corp,0561,Central Elementary School,0,2,3,19,6,0,317,104,243,347,,,,
0665,Lebanon Community School Corp,0565,Harney Elementary School,1,1,5,29,10,0,367,180,233,413,,,,
0665,Lebanon Community School Corp,0569,Hattie B Stokes Elementary School,0,3,9,34,28,0,323,268,129,397,,,,
0670,Brown County School Corporation,0571,Brown County Intermediate School,2,0,4,5,4,0,237,135,117,252,,,,
0670,Brown County School Corporation,0573,Brown County High School,4,6,1,16,13,0,509,221,328,549,,,,
0670,Brown County School Corporation,0577,Van Buren Elementary School,0,1,0,4,3,1,203,81,131,212,,,,
0670,Brown County School Corporation,0581,Helmsburg Elementary School,0,0,2,7,4,1,176,84,106,190,,,,
0670,Brown County School Corporation,0585,Sprunica Elementary School,2,0,0,4,1,0,230,122,115,237,,,,
0670,Brown County School Corporation,0587,Brown County Junior High,1,1,2,3,5,1,260,133,140,273,,,,
0750,Carroll Consolidated School Corp,0621,Carroll Senior High School,0,2,1,15,7,1,306,116,216,332,,,,
0750,Carroll Consolidated School Corp,0623,Carroll Junior High School,0,0,1,8,6,0,154,71,98,169,,,,
0750,Carroll Consolidated School Corp,0629,Carroll Elementary School,0,1,5,27,18,0,491,290,252,542,,,,
0755,Delphi Community School Corp,0609,Delphi Community Middle School,1,1,6,39,7,0,278,168,164,332,,,,
0755,Delphi Community School Corp,0637,Delphi Community High School,0,0,6,46,13,0,386,205,246,451,,,,
0755,Delphi Community School Corp,0641,Delphi Community Elementary School,2,1,6,58,9,0,538,329,285,614,,,,
0775,Pioneer Regional School Corp,0645,Pioneer Jr-Sr High School,2,5,4,29,12,0,413,220,245,465,,,,
0775,Pioneer Regional School Corp,0649,Pioneer Elementary School,2,4,1,23,18,0,447,249,246,495,,,,
0815,Lewis Cass Schools,0689,Lewis Cass High School,1,5,0,29,9,0,382,160,266,426,,,,
0815,Lewis Cass Schools,0691,Lewis Cass Junior High School,0,4,1,20,12,1,280,130,188,318,,,,
0815,Lewis Cass Schools,0695,Lewis Cass Elementary School,0,7,6,40,34,0,505,302,290,592,,,,
0875,Logansport Community Sch Corp,0701,Logansport Community High School,1,40,42,558,35,0,615,664,627,1291,,,,
0875,Logansport Community Sch Corp,0702,Logansport Junior High School,1,14,14,296,21,0,288,359,275,634,,,,
0875,Logansport Community Sch Corp,0705,Franklin Elementary School,0,3,4,158,22,0,211,234,164,398,,,,
0875,Logansport Community Sch Corp,0709,Fairview Elementary School,0,6,4,174,13,0,170,219,148,367,,,,
0875,Logansport Community Sch Corp,0711,Landis Elementary School,0,31,7,395,35,0,335,451,352,803,,,,
0875,Logansport Community Sch Corp,0713,Columbia Elementary School,0,20,19,251,16,0,151,340,117,457,,,,
0875,Logansport Community Sch Corp,0715,Columbia 6th Grade Academy,0,9,8,141,12,0,154,189,135,324,,,,
0935,Borden-Henryville School Corp,0765,Henryville Jr & Sr High School,0,1,5,12,14,0,458,138,352,490,,,,
0935,Borden-Henryville School Corp,0767,Henryville Elementary School,0,4,5,7,29,0,608,252,401,653,,,,
0935,Borden-Henryville School Corp,0813,William W Borden High School,0,2,1,8,3,0,318,72,260,332,,,,
0935,Borden-Henryville School Corp,0815,William W Borden Elementary School,0,1,2,5,7,0,291,106,200,306,,,,
0945,Silver Creek School Corporation,0777,Silver Creek High School,1,9,22,76,28,4,729,180,689,869,,,,
0945,Silver Creek School Corporation,0781,Silver Creek Middle School,0,10,16,69,33,0,546,211,463,674,,,,
0945,Silver Creek School Corporation,0789,Silver Creek Elementary School,2,10,11,96,42,0,660,235,586,821,,,,
0945,Silver Creek School Corporation,0818,Silver Creek Primary School,1,3,8,37,21,0,365,106,329,435,,,,
1000,Clarksville Community School Corp,0833,Clarksville Senior High School,1,1,34,41,29,0,247,138,215,353,,,,
1000,Clarksville Community School Corp,0845,Clarksville Elementary School,0,3,36,100,55,0,303,270,227,497,,,,
1000,Clarksville Community School Corp,0851,Clarksville Middle School,0,0,25,51,29,0,220,164,161,325,,,,
1000,Clarksville Community School Corp,1007,Indiana Gateway Digital Academy,4,11,345,219,136,2,1551,1640,628,2268,,,,
1010,Greater Clark County Schools,0755,W E Wilson Elementary,2,9,122,57,78,1,227,256,240,496,,,,
1010,Greater Clark County Schools,0761,Thomas Jefferson Elementary School,0,4,30,30,46,0,226,163,173,336,,,,
1010,Greater Clark County Schools,0801,Northaven Elementary School,1,19,90,137,79,12,166,316,188,504,,,,
1010,Greater Clark County Schools,0805,Utica Elementary School,3,3,47,16,56,0,428,140,413,553,,,,
1010,Greater Clark County Schools,0807,New Washington Elementary School,1,0,1,8,15,0,272,150,147,297,,,,
1010,Greater Clark County Schools,0809,New Washington Middle/High School,0,1,0,7,13,0,302,141,182,323,,,,
1010,Greater Clark County Schools,0821,Charlestown Senior High School,1,4,28,79,23,0,608,302,441,743,,,,
1010,Greater Clark County Schools,0825,Jonathan Jennings Elementary Sch,1,3,14,48,44,1,385,244,252,496,,,,
1010,Greater Clark County Schools,0829,Pleasant Ridge Elementary School,0,1,14,53,46,2,360,223,253,476,,,,
1010,Greater Clark County Schools,0849,Jeffersonville High School,8,33,444,345,221,3,1080,1050,1084,2134,,,,
1010,Greater Clark County Schools,0853,Parkview Middle School,2,5,172,92,103,4,402,399,381,780,,,,
1010,Greater Clark County Schools,0863,Charlestown Middle School,0,4,23,62,44,0,442,249,326,575,,,,
1010,Greater Clark County Schools,0865,Bridgepoint Elementary School,0,2,77,40,73,0,168,220,140,360,,,,
1010,Greater Clark County Schools,0871,Riverside Elementary School,0,0,64,56,71,0,272,253,210,463,,,,
1010,Greater Clark County Schools,0874,Franklin Square Elementary School,0,0,104,35,84,1,141,239,126,365,,,,
1010,Greater Clark County Schools,0879,Parkwood Elementary School,0,0,58,285,51,1,144,334,205,539,,,,
1010,Greater Clark County Schools,0883,River Valley Middle School,2,13,192,266,111,5,398,520,467,987,,,,
1010,Greater Clark County Schools,0886,Old Corden Porter School,0,0,6,3,5,0,36,32,18,50,,,,
1125,Clay Community Schools,0895,Clay City Elementary School,1,1,0,11,8,0,337,162,196,358,,,,
1125,Clay Community Schools,0897,Clay City Jr-Sr High School,2,0,0,10,3,0,364,142,237,379,,,,
1125,Clay Community Schools,0901,Jackson Township Elementary School,1,1,0,12,12,1,380,149,258,407,,,,
1125,Clay Community Schools,0907,Staunton Elementary School,0,0,0,3,14,0,274,134,157,291,,,,
1125,Clay Community Schools,0923,Van Buren Elementary School,1,0,1,1,8,0,211,154,68,222,,,,
1125,Clay Community Schools,0925,North Clay Middle School,1,3,3,16,27,1,691,413,329,742,,,,
1125,Clay Community Schools,0933,Northview High School,0,5,8,17,20,0,945,436,559,995,,,,
1125,Clay Community Schools,0941,East Side Elementary School,0,1,0,4,3,0,202,133,77,210,,,,
1125,Clay Community Schools,0942,Forest Park Elementary School,0,2,1,6,6,0,182,129,68,197,,,,
1125,Clay Community Schools,0949,Meridian Street Elementary School,0,0,1,7,6,0,237,148,103,251,,,,
1150,Clinton Central School Corporation,0957,Clinton Central Junior-Senior HS,1,0,4,22,3,0,391,149,272,421,,,,
1150,Clinton Central School Corporation,0961,Clinton Central Elementary School,0,4,3,26,11,0,354,200,198,398,,,,
1160,Clinton Prairie School Corporation,0977,Clinton Prairie Jr-Sr High School,0,0,2,46,8,0,488,192,352,544,,,,
1160,Clinton Prairie School Corporation,0981,Clinton Prairie Elementary School,3,0,2,40,7,0,616,295,373,668,,,,
1170,Community Schools of Frankfort,0997,Frankfort High School,1,2,1,486,13,1,395,611,288,899,,,,
1170,Community Schools of Frankfort,0999,Frankfort Middle School,1,2,5,431,10,2,320,584,187,771,,,,
1170,Community Schools of Frankfort,1014,Blue Ridge Primary Elementary Sch,0,2,7,241,11,2,219,342,140,482,,,,
1170,Community Schools of Frankfort,1015,Green Meadows Intermediate Elem,1,1,5,232,14,0,176,315,114,429,,,,
1170,Community Schools of Frankfort,1020,Suncrest Elementary School,0,0,4,286,15,1,265,459,112,571,,,,
1180,Rossville Con School District,1021,Rossville Middle/Senior High Sch,1,3,3,21,10,0,464,122,380,502,,,,
1180,Rossville Con School District,1033,Rossville Elementary School,2,1,4,14,10,0,399,138,292,430,,,,
1300,Crawford County Community Sch Corp,1037,South Crawford Elementary School,0,0,0,3,2,1,161,93,74,167,,,,
1300,Crawford County Community Sch Corp,1045,West Crawford Elementary School,0,0,0,3,8,0,179,137,53,190,,,,
1300,Crawford County Community Sch Corp,1059,Crawford County High School,0,0,1,6,9,0,411,226,201,427,,,,
1300,Crawford County Community Sch Corp,1061,Crawford County Middle School,0,0,1,4,9,0,322,197,139,336,,,,
1300,Crawford County Community Sch Corp,1065,East Crawford Elementary School,0,0,0,1,5,0,265,149,122,271,,,,
1315,Barr-Reeve Community Schools Inc,1069,Barr Reeve Middle/High School,0,0,1,9,4,0,463,106,371,477,,,,
1315,Barr-Reeve Community Schools Inc,1075,Barr Reeve Elementary School,0,4,2,9,7,0,491,126,387,513,,,,
1375,North Daviess Com Schools,1090,North Daviess Elementary School,5,2,1,22,17,1,590,289,349,638,,,,
1375,North Daviess Com Schools,1121,North Daviess Jr-Sr High School,1,1,5,21,10,0,452,208,282,490,,,,
1405,Washington Community Schools,1103,Lena Dunn Elementary School,1,2,19,171,10,0,150,300,53,353,,,,
1405,Washington Community Schools,1105,Veale Elementary School,0,0,1,4,0,0,157,36,126,162,,,,
1405,Washington Community Schools,1123,Washington Junior High School,1,3,18,111,17,0,280,267,163,430,,,,
1405,Washington Community Schools,1125,Washington High School,2,7,27,163,19,0,510,424,304,728,,,,
1405,Washington Community Schools,1129,North Elementary School,1,1,9,51,15,0,293,197,173,370,,,,
1405,Washington Community Schools,1133,Helen Griffith Elementary School,0,0,25,81,11,0,248,276,89,365,,,,
1560,Sunman-Dearborn Com Sch Corp,1189,North Dearborn Elementary School,0,3,0,9,17,0,662,146,545,691,,,,
1560,Sunman-Dearborn Com Sch Corp,1190,Sunman-Dearborn Middle School,0,1,3,19,23,0,829,204,671,875,,,,
1560,Sunman-Dearborn Com Sch Corp,1193,Bright Elementary School,1,2,1,9,25,0,501,107,432,539,,,,
1560,Sunman-Dearborn Com Sch Corp,7211,Sunman Elementary School,0,1,0,12,4,0,303,129,191,320,,,,
1560,Sunman-Dearborn Com Sch Corp,7213,East Central High School,1,7,5,16,35,0,1222,253,1033,1286,,,,
1600,South Dearborn Community Sch Corp,1141,Dillsboro Elementary School,2,1,1,2,1,0,223,108,122,230,,,,
1600,South Dearborn Community Sch Corp,1165,Manchester Elementary School,0,0,1,5,2,0,184,70,122,192,,,,
1600,South Dearborn Community Sch Corp,1169,Moores Hill Elementary School,0,1,0,1,4,0,129,75,60,135,,,,
1600,South Dearborn Community Sch Corp,1172,South Dearborn Middle School,1,0,3,3,12,0,337,176,180,356,,,,
1600,South Dearborn Community Sch Corp,1179,South Dearborn High School,2,4,1,10,14,0,692,264,459,723,,,,
1600,South Dearborn Community Sch Corp,1197,Aurora Elementary School,1,0,3,9,13,0,427,246,207,453,,,,
1620,Lawrenceburg Community School Corp,1177,Lawrenceburg High School,0,7,6,18,40,0,633,241,463,704,,,,
1620,Lawrenceburg Community School Corp,1209,Greendale Middle School,1,3,9,9,32,0,424,187,291,478,,,,
1620,Lawrenceburg Community School Corp,1210,Lawrenceburg Primary School,0,4,4,15,27,0,389,148,291,439,,,,
1620,Lawrenceburg Community School Corp,1217,Central Elementary School,0,4,2,16,26,0,405,192,261,453,,,,
1655,Decatur County Community Schools,1263,South Decatur Jr-Sr High School,0,0,1,13,6,0,416,209,227,436,,,,
1655,Decatur County Community Schools,1265,South Decatur Elementary School,0,0,0,12,2,0,409,246,177,423,,,,
1655,Decatur County Community Schools,1266,North Decatur Elementary School,1,3,0,13,13,0,486,257,259,516,,,,
1655,Decatur County Community Schools,1267,North Decatur Jr-Sr High School,2,1,1,8,8,0,470,199,291,490,,,,
1730,Greensburg Community Schools,1268,Greensburg Community High School,1,4,2,20,23,3,643,268,428,696,,,,
1730,Greensburg Community Schools,1269,Greensburg Community Jr High,2,1,2,20,15,0,443,237,246,483,,,,
1730,Greensburg Community Schools,1270,Greensburg Elementary,0,6,10,50,29,0,883,495,483,978,,,,
1805,DeKalb Co Eastern Com Sch Dist,1317,Eastside Junior-Senior High School,4,1,11,16,2,0,586,193,427,620,,,,
1805,DeKalb Co Eastern Com Sch Dist,1321,Butler Elementary School,4,0,6,18,5,0,349,207,175,382,,,,
1805,DeKalb Co Eastern Com Sch Dist,1335,Riverdale Elementary School,0,1,2,4,5,0,285,118,179,297,,,,
1820,Garrett-Keyser-Butler Com Sch Corp,1325,Garrett High School,0,1,4,26,19,4,533,214,373,587,,,,
1820,Garrett-Keyser-Butler Com Sch Corp,1329,J E Ober Elementary School,2,2,3,15,24,7,635,343,345,688,,,,
1820,Garrett-Keyser-Butler Com Sch Corp,1331,Garrett Middle School,0,3,3,14,26,1,397,188,256,444,,,,
1835,DeKalb Co Ctl United Sch Dist,1341,Waterloo Elementary School,0,0,3,3,7,0,178,119,72,191,,,,
1835,DeKalb Co Ctl United Sch Dist,1345,DeKalb High School,1,11,4,40,21,0,1008,333,752,1085,,,,
1835,DeKalb Co Ctl United Sch Dist,1346,DeKalb Middle School,0,10,3,43,25,1,724,319,487,806,,,,
1835,DeKalb Co Ctl United Sch Dist,1351,James R Watson Elementary School,0,1,2,17,17,0,491,188,340,528,,,,
